2024-05-17 23:45:29, AirTemperature: 0.0C, AirHumidity: 0.0%, WaterTemperature: 0.0C, WaterDO: 0.0mg/L 
2024-05-18 01:42:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:43:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:44:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:45:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:46:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:47:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:48:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:49:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:50:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:51:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:52:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:53:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:54:49, AirTemperature: 27.6C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:55:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:56:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:57:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 01:58:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 01:59:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:00:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:01:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:02:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.5mg/L 
2024-05-18 02:03:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:04:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:05:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:06:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:07:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:08:49, AirTemperature: 27.7C, AirHumidity: 59.0%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:09:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:10:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:11:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:12:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:13:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:14:49, AirTemperature: 27.7C, AirHumidity: 58.9%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:15:49, AirTemperature: 27.7C, AirHumidity: 58.8%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:16:49, AirTemperature: 27.7C, AirHumidity: 58.8%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:17:49, AirTemperature: 27.7C, AirHumidity: 58.8%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:18:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:19:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:20:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:21:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:22:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:23:49, AirTemperature: 27.7C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:24:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:25:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:26:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:27:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:28:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:29:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:30:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:31:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:32:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:33:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:34:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:35:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:36:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:37:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:38:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:39:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:40:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:41:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:42:49, AirTemperature: 27.6C, AirHumidity: 58.7%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:43:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:44:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:45:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:46:49, AirTemperature: 27.6C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:47:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:48:49, AirTemperature: 27.6C, AirHumidity: 58.5%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:49:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:50:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.0mg/L 
2024-05-18 02:51:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:52:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 02:53:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 23C, WaterDO: 0.22mg/L 
2024-05-18 02:54:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 02:55:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 02:56:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 02:57:49, AirTemperature: 27.5C, AirHumidity: 58.6%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 02:58:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 02:59:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:00:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:01:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:02:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:03:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:04:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:05:49, AirTemperature: 27.4C, AirHumidity: 58.4%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 03:06:49, AirTemperature: 27.4C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.23mg/L 
2024-05-18 03:07:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:08:49, AirTemperature: 27.5C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:09:49, AirTemperature: 27.4C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
2024-05-18 03:10:49, AirTemperature: 27.4C, AirHumidity: 58.5%, WaterTemperature: 22C, WaterDO: 0.0mg/L 
